,ItemNo,PartNo,Qty1,Price1,JobNo,JobNotes,QuoteNo,Status,Name,QuoteDet_ID,LookupValForOpp,WorkCode,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate,LoadForCompany
31,8,"PIPE SPOOL 24""X2' FLGXFLG INSIDE ONLY",2.0,100.0,,,14306,EXP,Sandblast and Epoxy Lining,SCC_26621,SCC_14306,LIQUID,23,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-11,DESERT
32,9,"PIPE SPOOL 16""X2' FLGXFLG INSIDE ONLY",2.0,100.0,,,14306,EXP,Sandblast and Epoxy Lining,SCC_26622,SCC_14306,LIQUID,24,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-11,DESERT
33,10,"PIPE SPOOL 10""X2' FLGXFLG INSIDE ONLY",2.0,100.0,,,14306,EXP,Sandblast and Epoxy Lining,SCC_26623,SCC_14306,LIQUID,25,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-11,DESERT
34,11,"PIPE SPOOL 10""X6'5"" FLGXFLG INSIDE ONLY",2.0,185.0,,,14306,EXP,Sandblast and Epoxy Lining,SCC_26624,SCC_14306,LIQUID,26,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-11,DESERT
35,12,"PIPE SPOOL 10""X2'6"" FLGXFLG INSIDE ONLY",2.0,100.0,,,14306,EXP,Sandblast and Epoxy Lining,SCC_26625,SCC_14306,LIQUID,27,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-11,DESERT
36,13,"PIPE SPOOL 16""X40' FLGXFLG INSIDE ONLY",1.0,1400.0,,,14306,EXP,Sandblast and Epoxy Lining,SCC_26626,SCC_14306,LIQUID,28,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-11,DESERT
37,14,"PIPE SPOOL 16""X28' FLGXFLG INSIDE ONLY",1.0,985.0,,,14306,EXP,Sandblast and Epoxy Lining,SCC_26627,SCC_14306,LIQUID,29,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-11,DESERT
38,15,"16"" REDUCER FLGXFLG INSIDE ONLY",2.0,100.0,,,14306,EXP,Sandblast and Epoxy Lining,SCC_26628,SCC_14306,LIQUID,30,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-11,DESERT
39,16,"PIPE SPOOL 16""X21' FLGXFLG INSIDE ONLY",1.0,750.0,,,14306,EXP,Sandblast and Epoxy Lining,SCC_26629,SCC_14306,LIQUID,31,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-11,DESERT
40,17,"PIPE SPOOL 16""X4'5"" W/ELBOW FLGXFLG INSIDE ONLY",1.0,200.0,,,14306,EXP,Sandblast and Epoxy Lining,SCC_26630,SCC_14306,LIQUID,32,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-11,DESERT
41,18,"16"" ELBOW 90* FLGXFLG INSIDE ONLY",1.0,100.0,,,14306,EXP,Sandblast and Epoxy Lining,SCC_26631,SCC_14306,LIQUID,33,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-11,DESERT
42,19,"PIPE SPOOL 16""X4' W/ ELBOW 90* FLGXFLG INSIDE ONLY",1.0,280.0,,,14306,EXP,Sandblast and Epoxy Lining,SCC_26632,SCC_14306,LIQUID,34,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-11,DESERT
43,20,"PIPE SPOOL 12""X9' FLGXFLG INSIDE ONLY",1.0,275.0,,,14306,EXP,Sandblast and Epoxy Lining,SCC_26633,SCC_14306,LIQUID,35,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-11,DESERT
44,21,"PIPE SPOOL 12""X3'3"" FLGXFLG INSIDE ONLY",1.0,130.0,,,14306,EXP,Sandblast and Epoxy Lining,SCC_26634,SCC_14306,LIQUID,36,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-11,DESERT
45,22,"12"" ELBOW 90* FLGXFLG INSIDE ONLY",2.0,100.0,,,14306,EXP,Sandblast and Epoxy Lining,SCC_26635,SCC_14306,LIQUID,37,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-11,DESERT
46,23,"12"" ELBOW 45* FLGXFLG INSIDE ONLY",1.0,100.0,,,14306,EXP,Sandblast and Epoxy Lining,SCC_26636,SCC_14306,LIQUID,38,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-11,DESERT
47,24,"12"" TEE FLGXFLGXFLG INSIDE ONLY",1.0,100.0,,,14306,EXP,Sandblast and Epoxy Lining,SCC_26637,SCC_14306,LIQUID,39,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-11,DESERT
48,25,"PIPE SPOOL 12""X6'8"" FLGXFLG INSIDE ONLY",1.0,215.0,,,14306,EXP,Sandblast and Epoxy Lining,SCC_26638,SCC_14306,LIQUID,40,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-11,DESERT
49,26,EPA,1.0,486.25,,,14306,EXP,,SCC_26639,SCC_14306,LIQUID,41,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-11,DESERT
50,27,SERIES N140 TNEMEC TANK WHITE,16.0,0.0,,,14306,EXP,"Tnemec Series N140 Polyamide Epoxy 15BL Tank White
Part A and Part B, 2 or 10 Ga",SCC_26640,SCC_14306,LIQUID,42,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-11,DESERT
51,1,"22"" ELBOW 90* FLGXFLG OUTSIDE ONLY",2.0,150.0,,,14307,EXP,"Sandblast, Epoxy Primer and Polyurethane Topcoat (OD Only)",SCC_26669,SCC_14307,DUMMY,43,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
52,2,"PIPE SPOOL 22""X17.5' FLGXFLG OUTSIDE ONLY",1.0,855.0,,,14307,EXP,"Sandblast, Epoxy Primer and Polyurethane Topcoat (OD Only)",SCC_26670,SCC_14307,DUMMY,44,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
53,3,"PIPE SPOOL 22""X16' FLGXFLG OUTSIDE ONLY",1.0,785.0,,,14307,EXP,"Sandblast, Epoxy Primer and Polyurethane Topcoat (OD Only)",SCC_26671,SCC_14307,DUMMY,45,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
54,4,"24"" ELBOW 90* W/ REDUCER FLGXFLG OUTSIDE ONLY",1.0,175.0,,,14307,EXP,"Sandblast, Epoxy Primer and Polyurethane Topcoat (OD Only)",SCC_26672,SCC_14307,DUMMY,46,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
55,5,"PIPE SPOOL 24""X9' FLGXFLG OUTSIDE ONLY",1.0,500.0,,,14307,EXP,"Sandblast, Epoxy Primer and Polyurethane Topcoat (OD Only)",SCC_26673,SCC_14307,DUMMY,47,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
56,6,"24"" ELBOW 90* FLGXFLG OUTSIDE ONLY",1.0,150.0,,,14307,EXP,"Sandblast, Epoxy Primer and Polyurethane Topcoat (OD Only)",SCC_26674,SCC_14307,DUMMY,48,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
57,7,"PIPE SPOOL 24""X15' FLGXFLG OUTSIDE ONLY",1.0,855.0,,,14307,EXP,"Sandblast, Epoxy Primer and Polyurethane Topcoat (OD Only)",SCC_26675,SCC_14307,DUMMY,49,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
58,8,"PIPE SPOOL 24""X2' FLGXFLG OUTSIDE ONLY",2.0,100.0,,,14307,EXP,"Sandblast, Epoxy Primer and Polyurethane Topcoat (OD Only)",SCC_26676,SCC_14307,DUMMY,50,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
59,9,"PIPE SPOOL 16""X2' FLGXFLG OUTSIDE ONLY",2.0,100.0,,,14307,EXP,"Sandblast, Epoxy Primer and Polyurethane Topcoat (OD Only)",SCC_26677,SCC_14307,DUMMY,51,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
60,10,"PIPE SPOOL 10""X2' FLGXFLG OUTSIDE ONLY",2.0,100.0,,,14307,EXP,"Sandblast, Epoxy Primer and Polyurethane Topcoat (OD Only)",SCC_26678,SCC_14307,DUMMY,52,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
61,11,"PIPE SPOOL 10""X6'5"" FLGXFLG OUTSIDE ONLY",2.0,185.0,,,14307,EXP,"Sandblast, Epoxy Primer and Polyurethane Topcoat (OD Only)",SCC_26679,SCC_14307,DUMMY,53,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
62,12,"PIPE SPOOL 10""X2'6"" FLGXFLG OUTSIDE ONLY",2.0,100.0,,,14307,EXP,"Sandblast, Epoxy Primer and Polyurethane Topcoat (OD Only)",SCC_26680,SCC_14307,DUMMY,54,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
63,13,"PIPE SPOOL 16""X40' FLGXFLG OUTSIDE ONLY",1.0,1400.0,,,14307,EXP,"Sandblast, Epoxy Primer and Polyurethane Topcoat (OD Only)",SCC_26681,SCC_14307,DUMMY,55,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
64,14,"PIPE SPOOL 16""X28' FLGXFLG OUTSIDE ONLY",1.0,985.0,,,14307,EXP,"Sandblast, Epoxy Primer and Polyurethane Topcoat (OD Only)",SCC_26682,SCC_14307,DUMMY,56,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
65,15,"16"" REDUCER FLGXFLG OUTSIDE ONLY",2.0,100.0,,,14307,EXP,"Sandblast, Epoxy Primer and Polyurethane Topcoat (OD Only)",SCC_26683,SCC_14307,DUMMY,57,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
66,16,"PIPE SPOOL 16""X21' FLGXFLG OUTSIDE ONLY",1.0,750.0,,,14307,EXP,"Sandblast, Epoxy Primer and Polyurethane Topcoat (OD Only)",SCC_26684,SCC_14307,DUMMY,58,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
67,17,"PIPE SPOOL 16""X4'5"" W/ELBOW FLGXFLG OUTSIDE ONLY",1.0,200.0,,,14307,EXP,"Sandblast, Epoxy Primer and Polyurethane Topcoat (OD Only)",SCC_26685,SCC_14307,DUMMY,59,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
68,18,"16"" ELBOW 90* FLGXFLG OUTSIDE ONLY",1.0,100.0,,,14307,EXP,"Sandblast, Epoxy Primer and Polyurethane Topcoat (OD Only)",SCC_26686,SCC_14307,DUMMY,60,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
69,19,"PIPE SPOOL 16""X4' W/ELBOW 90* FLGXFLG OUTSIDE ONLY",1.0,280.0,,,14307,EXP,"Sandblast, Epoxy Primer and Polyurethane Topcoat (OD Only)",SCC_26687,SCC_14307,DUMMY,61,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
70,20,"PIPE SPOOL 12""X9' FLGXFLG OUTSIDE ONLY",1.0,275.0,,,14307,EXP,"Sandblast, Epoxy Primer and Polyurethane Topcoat (OD Only)",SCC_26688,SCC_14307,DUMMY,62,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
71,21,"PIPE SPOOL 12""X3'3"" FLGXFLG OUTSIDE ONLY",1.0,130.0,,,14307,EXP,"Sandblast, Epoxy Primer and Polyurethane Topcoat (OD Only)",SCC_26689,SCC_14307,DUMMY,63,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
72,22,"12"" ELBOW 90* FLGXFLG OUTSIDE ONLY",2.0,100.0,,,14307,EXP,"Sandblast, Epoxy Primer and Polyurethane Topcoat (OD Only)",SCC_26690,SCC_14307,DUMMY,64,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
73,23,"12"" ELBOW 45* FLGXFLG OUTSIDE ONLY",1.0,100.0,,,14307,EXP,"Sandblast, Epoxy Primer and Polyurethane Topcoat (OD Only)",SCC_26691,SCC_14307,DUMMY,65,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
74,24,"12"" TEE FLGXFLGXFLG OUTSIDE ONLY",1.0,100.0,,,14307,EXP,"Sandblast, Epoxy Primer and Polyurethane Topcoat (OD Only)",SCC_26692,SCC_14307,DUMMY,66,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
75,25,"PIPE SPOOL 12""X6'8"" FLGXFLG OUTSIDE ONLY",1.0,215.0,,,14307,EXP,"Sandblast, Epoxy Primer and Polyurethane Topcoat (OD Only)",SCC_26693,SCC_14307,DUMMY,67,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
76,26,EPA,1.0,486.25,,,14307,EXP,,SCC_26694,SCC_14307,LIQUID,68,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
77,27,SERIES N140 TNEMEC TANK WHITE,8.0,0.0,,,14307,EXP,"Tnemec Series N140 Polyamide Epoxy 15BL Tank White
Part A and Part B, 2 or 10 Ga",SCC_26695,SCC_14307,LIQUID,69,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
78,28,SERIES 1075 TNEMEC,8.0,0.0,,,14307,EXP,"Tnemec Series 1075 Aliphatic Acrylic Polyurethane
Color:   _________________   G",SCC_26696,SCC_14307,DUMMY,70,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-12,DESERT
79,1,TANK 6'X8' INSIDE AND OUTSIDE ONLY,2.0,6782.0,,,14308,EXP,"Sandblast ID SSPC-SP5, Line W/ Plasite 4110. 
Sandblast OD SSPC-SP6 Coat W/ N69 ",SCC_26697,SCC_14308,LIQUID,71,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-17,DESERT
80,2,PLASITE 4110 CARBOLINE,6.0,0.0,,,14308,EXP,Carboline 4110 Carboline Vinyl Ester Resin,SCC_26698,SCC_14308,LIQUID,72,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-17,DESERT
81,3,SERIES N69 TNEMEC,4.0,0.0,,,14308,EXP,Tnemec Series N69 Polyamidoamine Epoxy 2 Gallon Kit,SCC_26699,SCC_14308,LIQUID,73,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-17,DESERT
82,1,TANK 6'X8' INSIDE AND OUTSIDE ONLY,2.0,6782.0,,,14309,EXP,"Sandblast ID SSPC-SP5, Line W/ Plasite 4110. 
Sandblast OD SSPC-SP6 Coat W/ N69 ",SCC_26700,SCC_14309,LIQUID,74,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-17,DESERT
83,2,PLASITE 4110 CARBOLINE,6.0,0.0,,,14309,EXP,Carboline 4110 Carboline Vinyl Ester Resin,SCC_26701,SCC_14309,LIQUID,75,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-17,DESERT
84,3,SERIES N69 TNEMEC,4.0,0.0,,,14309,EXP,Tnemec Series N69 Polyamidoamine Epoxy 2 Gallon Kit,SCC_26702,SCC_14309,LIQUID,76,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-17,DESERT
85,1,TANK 6'X6' INSIDE AND OUTSIDE ONLY,2.0,5100.0,,,14310,EXP,"Sandblast ID SSPC-SP5, Line W/ Plasite 4110. 
Sandblast OD SSPC-SP6 Coat W/ N69 ",SCC_26703,SCC_14310,DUMMY,77,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-17,DESERT
86,2,PLASITE 4110 CARBOLINE,6.0,0.0,,,14310,EXP,Carboline 4110 Carboline Vinyl Ester Resin,SCC_26704,SCC_14310,LIQUID,78,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-17,DESERT
87,3,SERIES N69 TNEMEC,4.0,0.0,,,14310,EXP,Tnemec Series N69 Polyamidoamine Epoxy 2 Gallon Kit,SCC_26705,SCC_14310,LIQUID,79,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-17,DESERT
88,1,"3"" LIFT STATION SPOOL PIECES",40.0,95.0,,,14311,EXP,Sandblast and Coating Only (10 Mils of Epoxy),SCC_26723,SCC_14311,LIQUID,80,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-17,DESERT
89,2,"3"" VAULT SPOOL PIECES",18.0,95.0,,,14311,EXP,Sandblast and Coating Only (10 Mils of Epoxy),SCC_26724,SCC_14311,LIQUID,81,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-17,DESERT
90,3,"5"" MAG METER VAULT",5.0,95.0,,,14311,EXP,Sandblast and Coating Only (10 Mils of Epoxy),SCC_26725,SCC_14311,LIQUID,82,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-17,DESERT
91,5,"4""X78"" BOLLARD",9.0,95.0,,,14311,EXP,"Sandblast, Primer and Topcoat",SCC_26726,SCC_14311,LIQUID,83,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-17,DESERT
92,6,MACROPOXY 646 FC SHERWIN,2.0,50.0,,,14311,EXP,"Sherwin Williams Macropoxy 646 Fast Cure Polyamide Epoxy Two Gallon kit. 
Part A",SCC_26727,SCC_14311,LIQUID,84,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-17,DESERT
93,7,HI-SOLIDS POLY GLOSS SHERWIN,1.0,100.0,,,14311,EXP,"Sherwin Williams Hi-Solids Polyurethane Full Gloss 
Part S B65-300
Match: Yellow",SCC_26728,SCC_14311,LIQUID,85,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-17,DESERT
94,9,PROTECTO 431 INDURON,6.0,105.0,,,14311,EXP,Protecto 401 Ceramic Novolac Epoxy,SCC_26729,SCC_14311,LIQUID,86,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-17,DESERT
95,1,24' CAT WALK BLAST ONLY,12.0,510.0,,,14312,EXP,Sandblast Only,SCC_26730,SCC_14312,DUMMY,87,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-18,DESERT
96,6,MACROPOXY 646 FC SHERWIN,6.0,50.0,,,14313,EXP,"Sherwin Williams Macropoxy 646 Fast Cure Polyamide Epoxy Two Gallon kit. 
Part A",SCC_26731,SCC_14313,LIQUID,88,Y,2023-04-14 09:10:08.590,SCC_QuoteDet.csv,2018-12-20,DESERT
