QtyShipped,UnitPrice,LineTotal,InvoiceNo,PartDesc,PartNo,DelTicketNo,Revision,PONum,BillingDet_ID,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate
1,0,0,SCC_39359,"32"" x clips 57"" w 4 legs 50 1/2"" x 4""  x 1""",MISC,39359,NULL,18812,SCC_144069,14,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39359,Carboline Carboguard 893 Two Component Cycloaliphatic Amine Epoxy Colors Available: Red (0500); Gray (0700); White (0800); Yellow (0600) 2 Gallon Kit,CARBOGUARD 893 CARBOLINE,39359,NULL,18812,SCC_144070,15,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39359,Carboline Carboguard 890 Two Component Cross Linked Epoxy 2 Gallon Kit priced per kit Includes: 1 Gallon Part A and 1 Gallon Part B,CARBOLINE 890,39359,NULL,18812,SCC_144071,16,Y,36:07.7,SCC_BillingDet.csv,NULL
1,2226,2226,SCC_39359,NULL,CHARGE,39359,NULL,18812,SCC_144072,17,Y,36:07.7,SCC_BillingDet.csv,NULL
1,1100,1100,SCC_39359,NULL,RUSH,39359,NULL,18812,SCC_144073,18,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39360,"A-1, B-1, B-2, C-1,  C-3, D-1,  E-1, E-2, (3) C-2, (1) PH2 RAIL 86"" 68"" WITH PLATE",BLAST AND PRIMER STEEL PICKETS RAILS ZINC CLAD III,39360,NULL,100714_052,SCC_144074,19,Y,36:07.7,SCC_BillingDet.csv,NULL
1,2330,2330,SCC_39360,NULL,CHARGE,39360,NULL,100714_052,SCC_144075,20,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39361,NULL,SKID,39361,NULL,N/A,SCC_144079,21,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39361,NULL,SMALL FRAME,39361,NULL,N/A,SCC_144080,22,Y,36:07.7,SCC_BillingDet.csv,NULL
1,2000,2000,SCC_39361,NULL,CHARGE,39361,NULL,N/A,SCC_144081,23,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39362,(1) B1 1HSS 6 X 6 X 3/8 (16' -6) (1) C1& (1) C2 HSS 6 X 6 X 3/8 (14'-0),HOLLOW STRUCTURAL SECTION,39362,NULL,18211,SCC_144082,24,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39362,(1) C3 & (1) C4 HSS 6 X 6 X 3/8 (16'-0),HOLLOW STRUCTURAL SECTION,39362,NULL,18211,SCC_144083,25,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39362,(4) C5  HSS 12 X 4 X 1/4 (1'-8),HOLLOW STRUCTURAL SECTION,39362,NULL,18211,SCC_144084,26,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39362,(1)B10 HSS 6 X 6 X 3/8 (20'-6),HOLLOW STRUCTURAL SECTION,39362,NULL,18211,SCC_144085,27,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39362,"(2) B3, (2) B4, (2) B5, C 6X 8.2 (10'-5 1/2) (1) B2,(1) B6 C 6 X 8.2 (12'-5 1/2)",MISC,39362,NULL,18211,SCC_144086,28,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39362,(1) B7 C  6 X 8.2  (4'-7 5/8) (1) B8 C  6 X 8.2  (2'-2 1/4) (1) B9 C  6 X 8.2  (10'-9 3/4) (1) B11 C  6 X 8.2  (15'-5 5/8),MISC,39362,NULL,18211,SCC_144087,29,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39362,(1) LD1 C 6 X 8.2 (5'-3 1/2),MISC,39362,NULL,18211,SCC_144088,30,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39362,"(1) HR1, (1) HR2, (1) HR3, 1PIPE  1 1/2SCH40 (12'-6 3/4) (1) HR4  1 1/2SCH40 (14'-7 9/16) (1) HR5  1 1/2SCH40 (13'-10 1/4)",PIPE,39362,NULL,18211,SCC_144089,31,Y,36:07.7,SCC_BillingDet.csv,NULL
1,2456,2456,SCC_39362,NULL,CHARGE,39362,NULL,18211,SCC_144090,32,Y,36:07.7,SCC_BillingDet.csv,NULL
4,0,0,SCC_39365,NULL,PUMP CNAS,39365,NULL,18997,SCC_144101,33,Y,36:07.7,SCC_BillingDet.csv,NULL
1,5000,5000,SCC_39365,NULL,CHARGE,39365,NULL,18997,SCC_144102,34,Y,36:07.7,SCC_BillingDet.csv,NULL
3,125,375,SCC_39367,"PIPE BOLLARDS 4"" DIAMETER 7' LENGTH",PIPE,39367,NULL,S117-118PRVV115,SCC_144103,35,Y,36:07.7,SCC_BillingDet.csv,NULL
2,0,0,SCC_39368,"I BEAM 327"" X 18""  X13""",BEAMS,39368,NULL,5454 (JOB# SKY HARBOR),SCC_144104,36,Y,36:07.7,SCC_BillingDet.csv,NULL
7,0,0,SCC_39368,"123"" X 3"" X 1 1/2""",CHANNEL,39368,NULL,5454 (JOB# SKY HARBOR),SCC_144105,37,Y,36:07.7,SCC_BillingDet.csv,NULL
3,0,0,SCC_39368,"10"" X 8"" X 6""",BRACKET,39368,NULL,5454 (JOB# SKY HARBOR),SCC_144106,38,Y,36:07.7,SCC_BillingDet.csv,NULL
3,0,0,SCC_39368,"9""X 2"" X 4""",SLEEVE,39368,NULL,5454 (JOB# SKY HARBOR),SCC_144107,39,Y,36:07.7,SCC_BillingDet.csv,NULL
3,0,0,SCC_39368,"32"" X 3 1/2"" x 3 1/2""",ANGLE,39368,NULL,5454 (JOB# SKY HARBOR),SCC_144108,40,Y,36:07.7,SCC_BillingDet.csv,NULL
3,0,0,SCC_39368,"10"" x 11 1/2""",PLATES,39368,NULL,5454 (JOB# SKY HARBOR),SCC_144109,41,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39368,"82"" X 2 1/2"" X 2 1/2""",ANGLE,39368,NULL,5454 (JOB# SKY HARBOR),SCC_144110,42,Y,36:07.7,SCC_BillingDet.csv,NULL
2,0,0,SCC_39368,"98 1/2""  X 6 1/2"" X 12 1/2""",BEAMS,39368,NULL,5454 (JOB# SKY HARBOR),SCC_144111,43,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39368,"115"" X 12""  X 98 1/2""",COLUMN,39368,NULL,5454 (JOB# SKY HARBOR),SCC_144112,44,Y,36:07.7,SCC_BillingDet.csv,NULL
1,2424,2424,SCC_39368,NULL,CHARGE,39368,NULL,5454 (JOB# SKY HARBOR),SCC_144113,45,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39364,21A,FRAME,39364,NULL,2844-00020,SCC_144114,46,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39364,20A,FRAME,39364,NULL,2844-00020,SCC_144115,47,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39364,113,ANGLE,39364,NULL,2844-00020,SCC_144116,48,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39364,19A,COLUMN,39364,NULL,2844-00020,SCC_144117,49,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39364,18A,COLUMN,39364,NULL,2844-00020,SCC_144118,50,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39364,17A,COLUMN,39364,NULL,2844-00020,SCC_144119,51,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39364,16A,COLUMN,39364,NULL,2844-00020,SCC_144120,52,Y,36:07.7,SCC_BillingDet.csv,NULL
2,0,0,SCC_39364,15A,COLUMN,39364,NULL,2844-00020,SCC_144121,53,Y,36:07.7,SCC_BillingDet.csv,NULL
2,0,0,SCC_39364,14A,COLUMN,39364,NULL,2844-00020,SCC_144122,54,Y,36:07.7,SCC_BillingDet.csv,NULL
1,403.02,403.02,SCC_39364,NULL,CHARGE,39364,NULL,2844-00020,SCC_144123,55,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39371,C1508 HSS 8X8X1/2 (18'-4 1/4),COLUMNS,39371,NULL,JOB#18215 LOAD3,SCC_144127,56,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39371,C1515 HSS 8X8X 1/2 (18' -3 7/8),COLUMNS,39371,NULL,JOB#18215 LOAD3,SCC_144128,57,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39371,C1523 HSS 8 X 8X1//2 (19'-03/16),COLUMNS,39371,NULL,JOB#18215 LOAD3,SCC_144129,58,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39371,M1522 PL 1/2 X 9 (1 '-0 ),COLUMNS,39371,NULL,JOB#18215 LOAD3,SCC_144130,59,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39371,M1529 PL 1/4 X 16 5/8 (1'-9 9/16),COLUMNS,39371,NULL,JOB#18215 LOAD3,SCC_144131,60,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39371,VBR1511 HSSR 6 X 0.25 (11'6 x1/10),COLUMNS,39371,NULL,JOB#18215 LOAD3,SCC_144132,61,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39371,VBR1512 HSSR 6X 0.25 (25'-27/8),COLUMNS,39371,NULL,JOB#18215 LOAD3,SCC_144133,62,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39371,VBR1513 HSSR 6 X0.25 ( 12'- 5 15/16),COLUMNS,39371,NULL,JOB#18215 LOAD3,SCC_144134,63,Y,36:07.7,SCC_BillingDet.csv,NULL
1,3619.62,3619.62,SCC_39371,NULL,CHARGE,39371,NULL,JOB#18215 LOAD3,SCC_144135,64,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39372,"EXHAUST PIPE 48"" X 50'",PIPE,39372,NULL,N/A,SCC_144136,65,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39372,"EXHAUST PIPE 50"" X 78""",PIPE,39372,NULL,N/A,SCC_144137,66,Y,36:07.7,SCC_BillingDet.csv,NULL
6,0,0,SCC_39372,BACK TO BACK ANGLES,MISC,39372,NULL,N/A,SCC_144138,67,Y,36:07.7,SCC_BillingDet.csv,NULL
2,0,0,SCC_39372,NULL,FRAME,39372,NULL,N/A,SCC_144139,68,Y,36:07.7,SCC_BillingDet.csv,NULL
2,0,0,SCC_39372,NULL,HANDRAILS,39372,NULL,N/A,SCC_144140,69,Y,36:07.7,SCC_BillingDet.csv,NULL
10,0,0,SCC_39372,NULL,PLATES,39372,NULL,N/A,SCC_144141,70,Y,36:07.7,SCC_BillingDet.csv,NULL
1,5934.06,5934.06,SCC_39372,NULL,CHARGE,NULL,NULL,N/A,SCC_144142,71,Y,36:07.7,SCC_BillingDet.csv,NULL
20,58,1160,SCC_39369,NULL,GALLONS,39369,NULL,KINGMAN,SCC_144143,72,Y,36:07.7,SCC_BillingDet.csv,NULL
4,0,0,SCC_39373,*M519 (4 PL)  1/4X 100 0'-4 3/4 (STANDARD COATING),PLATES,39373,NULL,18120,SCC_144144,73,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39373,*(1PL) 3/8X 4 6'-0 5/5 (NP),PLATES,39373,NULL,18120,SCC_144145,74,Y,36:07.7,SCC_BillingDet.csv,NULL
3,0,0,SCC_39373,*EM502 (3PL) 3/8 X 4 5'-7 15/16 (NP),PLATES,39373,NULL,18120,SCC_144146,75,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39373,*EM503 (1PL) 3/8 X 4 1'-1 3/16 (NP),PLATES,39373,NULL,18120,SCC_144147,76,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39373,* FR501 (1HSS) 3 X 2 X 1/4 25'-4 9/16 (STANDARD COATING),POST,39373,NULL,18120,SCC_144148,77,Y,36:07.7,SCC_BillingDet.csv,NULL
38,0,0,SCC_39373,*RB501 38 REBAR #4 (SHIP LOOSE,MISC,39373,NULL,18120,SCC_144149,78,Y,36:07.7,SCC_BillingDet.csv,NULL
1,240,240,SCC_39373,NULL,CHARGE,NULL,NULL,18120,SCC_144150,79,Y,36:07.7,SCC_BillingDet.csv,NULL
26,25.25,656.5,SCC_39374,10'' diameter 3' length,PIPE,39374,NULL,NULL,SCC_144151,80,Y,36:07.7,SCC_BillingDet.csv,NULL
1,433.5,433.5,SCC_39374,Customer Purchased Material PO #14760,MATERIAL,39374,NULL,NULL,SCC_144152,81,Y,36:07.7,SCC_BillingDet.csv,NULL
4,0,0,SCC_39375,"100A  TUBE STEEL 30' X 12""",TUBE STEEL,39375,NULL,CASTLE SHIPPER # 7924,SCC_144153,82,Y,36:07.7,SCC_BillingDet.csv,NULL
1,660,660,SCC_39375,NULL,CHARGE,39375,NULL,CASTLE SHIPPER # 7924,SCC_144154,83,Y,36:07.7,SCC_BillingDet.csv,NULL
1,7995,7995,SCC_39376,FIELD WORK AT SKY HARBOR,LABOR,39376,NULL,SKY HARBOR,SCC_144155,84,Y,36:07.7,SCC_BillingDet.csv,NULL
2,0,0,SCC_39377,48' PIPE SPOOLS 15',PIPE,39377,NULL,5375,SCC_144156,85,Y,36:07.7,SCC_BillingDet.csv,NULL
1,8874,8874,SCC_39377,NULL,CHARGE,39377,NULL,5375,SCC_144157,86,Y,36:07.7,SCC_BillingDet.csv,NULL
8,0,0,SCC_39378,"*8"" 4""  X 1 *2' 4"" X 1 *3' X 1 *1 7 1/2"" X 2 *1 X 2 *4'  4 1/2"" X 1",SPOOLS,39378,NULL,5105- (PO# 791),SCC_144158,87,Y,36:07.7,SCC_BillingDet.csv,NULL
1,2026.5,2026.5,SCC_39378,NULL,CHARGE,39378,,5105- (PO# 791),SCC_144159,88,Y,36:07.7,SCC_BillingDet.csv,NULL
38,0,0,SCC_39379,"B31 HSS 12 X 2 X 5/16 (7'-2 5/8"")",BEAMS,39379,NULL,17303,SCC_144160,89,Y,36:07.7,SCC_BillingDet.csv,NULL
16,0,0,SCC_39379,B43 HSS 12 X 2 X 5/16 (7'- 2 5/8),BEAMS,39379,NULL,17303,SCC_144161,90,Y,36:07.7,SCC_BillingDet.csv,NULL
2,0,0,SCC_39379,"C7 HSS 4 X 4 X 3 16 ( 7' X- 0 1/4"")",BEAMS,39379,NULL,17303,SCC_144162,91,Y,36:07.7,SCC_BillingDet.csv,NULL
4,0,0,SCC_39379,"B32 HSS 8 X 2 X 3/8 (2'-5/7/8"")",BEAMS,39379,NULL,17303,SCC_144163,92,Y,36:07.7,SCC_BillingDet.csv,NULL
4,0,0,SCC_39379,B34 HSS 8 X 2 X 3/8 (3'-9 7/8),BEAMS,39379,NULL,17303,SCC_144164,93,Y,36:07.7,SCC_BillingDet.csv,NULL
4,0,0,SCC_39379,"B35 HSS S 12 X 2 X 5/16 (10'- 10 3/4"")",BEAMS,39379,NULL,17303,SCC_144165,94,Y,36:07.7,SCC_BillingDet.csv,NULL
1,5523,5523,SCC_39379,NULL,CHARGE,39379,NULL,17303,SCC_144166,95,Y,36:07.7,SCC_BillingDet.csv,NULL
4,0,0,SCC_39379,"B36 HSS 8 X 2 X 3/8 (5'- 1 7/8"")",BEAMS,39379,NULL,17303,SCC_144167,96,Y,36:07.7,SCC_BillingDet.csv,NULL
8,0,0,SCC_39379,"B37 HSS 12 X 2 X 5/16 (4'- 4 3/16"")",BEAMS,39379,NULL,17303,SCC_144168,97,Y,36:07.7,SCC_BillingDet.csv,NULL
8,0,0,SCC_39379,B38 HSS 12 X 2 X 5/16 (2'- 10 3/16),BEAMS,39379,NULL,17303,SCC_144169,98,Y,36:07.7,SCC_BillingDet.csv,NULL
4,0,0,SCC_39379,"B39 HSS 12 X 2 X 5/16 (18'- 4 3/4"")",BEAMS,39379,NULL,17303,SCC_144170,99,Y,36:07.7,SCC_BillingDet.csv,NULL
4,0,0,SCC_39379,"B40 HSS 8 X 2 X 3/8 (6'- 5 7/8"")",BEAMS,39379,NULL,17303,SCC_144171,100,Y,36:07.7,SCC_BillingDet.csv,NULL
8,0,0,SCC_39379,"B41 HSS 12 X 2 X 5/16 (5'-10 3/16"")","BEAM,S",39379,NULL,17303,SCC_144172,101,Y,36:07.7,SCC_BillingDet.csv,NULL
4,0,0,SCC_39379,"B44 HSS 12 X 2 5/16 (10'-1 7/8"")",BEAMS,39379,NULL,17303,SCC_144173,102,Y,36:07.7,SCC_BillingDet.csv,NULL
4,0,0,SCC_39379,"B45 HSS 8 X 2 X 3/8 (5'-3"")",BEAMS,39379,NULL,17303,SCC_144174,103,Y,36:07.7,SCC_BillingDet.csv,NULL
4,0,0,SCC_39379,"C51 HSS 4 X 4 X 3/16 (7'-0 1/4"")",BEAMS,39379,NULL,17303,SCC_144175,104,Y,36:07.7,SCC_BillingDet.csv,NULL
4,0,0,SCC_39379,"C52 HSS 4 X 4 X 3/16 (7'-0 1/4"")",BEAMS,39379,NULL,17303,SCC_144176,105,Y,36:07.7,SCC_BillingDet.csv,NULL
2,0,0,SCC_39379,"C53 HSS 4 X 4 X 3/16 (7'-0 1/4"")",BEAMS,39379,NULL,17303,SCC_144177,106,Y,36:07.7,SCC_BillingDet.csv,NULL
2,0,0,SCC_39379,FRI HSS 12 X 2 X 5/16 (12'-5/8),BEAMS,39379,NULL,17303,SCC_144178,107,Y,36:07.7,SCC_BillingDet.csv,NULL
2,0,0,SCC_39379,"FR2 HSS 12 X 2 X 5/16 (12'-5/18"")",BEAMS,39379,NULL,17303,SCC_144179,108,Y,36:07.7,SCC_BillingDet.csv,NULL
4,0,0,SCC_39380,"SMALL PIPE 8"" DIAMETER 50"" LENGTH",PIPE,39380,NULL,N/A,SCC_144180,109,Y,36:07.7,SCC_BillingDet.csv,NULL
1,110,110,SCC_39380,NULL,CHARGE,39380,NULL,N/A,SCC_144181,110,Y,36:07.7,SCC_BillingDet.csv,NULL
1,330,330,SCC_39381,(QTY 2) 101 A TUBE,TUBE,39381,NULL,SHIPPING#7968/JOB#1333,SCC_144182,111,Y,36:07.7,SCC_BillingDet.csv,NULL
1,1350,1350,SCC_39382,no measurement,SKID,39382,NULL,N/A,SCC_144183,112,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39383,"70"" X 111"" 8 HEIGHT",FRAME,39383,,N/A,SCC_144184,113,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39383,"114 -31-220 89"" DIAMETER 7' TALL",PRESSURE VESSEL,39383,,N/A,SCC_144185,114,Y,36:07.7,SCC_BillingDet.csv,NULL
1,2500,2500,SCC_39383,NULL,CHARGE,NULL,NULL,N/A,SCC_144186,115,Y,36:07.7,SCC_BillingDet.csv,NULL
1,125,125,SCC_39383,NULL,EPA FEE,NULL,NULL,NULL,SCC_144187,116,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39384,NO MEASUREMENTS,SKID,39384,NULL,N/A,SCC_144188,117,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39384,SMALL FRAME (NO MEASUREMENTS),FRAME,39384,NULL,N/A,SCC_144189,118,Y,36:07.7,SCC_BillingDet.csv,NULL
1,2000,2000,SCC_39384,NULL,CHARGE,39384,NULL,N/A,SCC_144190,119,Y,36:07.7,SCC_BillingDet.csv,NULL
12,0,0,SCC_39385,C1001 MEZZANINE HSS 6 X 6 X 1/4 (12'-4 3/4),BEAMS,39385,NULL,LOAD9 18215,SCC_144191,120,Y,36:07.7,SCC_BillingDet.csv,NULL
5,0,0,SCC_39385,"C1004 MEZZANINE HSS 6 X6 X6 1/4 (13'-11"")",BEAMS,39385,NULL,LOAD9 18215,SCC_144192,121,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39385,C1005 MEZZANINE HSS 6 X 6 X 1/4 (13'-11),BEAMS,39385,NULL,LOAD9 18215,SCC_144193,122,Y,36:07.7,SCC_BillingDet.csv,NULL
1,1723,1723,SCC_39385,NULL,CHARGE,NULL,NULL,LOAD9 18215,SCC_144194,123,Y,36:07.7,SCC_BillingDet.csv,NULL
3,0,0,SCC_39386,"STAGE CAN PUMP 12EKY/12EM-6 (100' X 28"" X 33"")",PUMP,39386,NULL,CITY OF PHX MOON VALLEY 62623,SCC_144195,124,Y,36:07.7,SCC_BillingDet.csv,NULL
3,0,0,SCC_39386,"COLUMN PIPE  88533941 (36"" X 48"" X 37"" )",COLUMN,39386,NULL,CITY OF PHX MOON VALLEY 62623,SCC_144196,125,Y,36:07.7,SCC_BillingDet.csv,NULL
3,0,0,SCC_39386,"COLUMN PIPE 82136235 ( 36"" X 48"" X 37"")",COLUMN,39386,NULL,CITY OF PHX MOON VALLEY 62623,SCC_144197,126,Y,36:07.7,SCC_BillingDet.csv,NULL
2,0,0,SCC_39386,"CREATE BOX (NOT BLASTED, NOT COATED WILL SHIP ALONG WITH OTHER FINISHED PRODUCT)",BOX,39386,NULL,CITY OF PHX MOON VALLEY 62623,SCC_144198,127,Y,36:07.7,SCC_BillingDet.csv,NULL
6,0,0,SCC_39386,SPIDER BEARING,BEARING,39386,NULL,CITY OF PHX MOON VALLEY 62623,SCC_144199,128,Y,36:07.7,SCC_BillingDet.csv,NULL
3,0,0,SCC_39386,PUMP ASSEMBLIES,BOLTS,39386,NULL,CITY OF PHX MOON VALLEY 62623,SCC_144200,129,Y,36:07.7,SCC_BillingDet.csv,NULL
3,0,0,SCC_39386,PUMP HEADS,PUMP,39386,NULL,CITY OF PHX MOON VALLEY 62623,SCC_144201,130,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39386,"CREATE BOX -SMALL- (DO NOT BLAST AND COAT, SHIP WITH REST OF ITEMS )",BOX,39386,NULL,CITY OF PHX MOON VALLEY 62623,SCC_144202,131,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39386,"PALLET OF MISC ITEMS (DO NOT BLAST AND COAT, SHIP WITH REST OF ITEMS )",MISC,39386,NULL,CITY OF PHX MOON VALLEY 62623,SCC_144203,132,Y,36:07.7,SCC_BillingDet.csv,NULL
1,3990,3990,SCC_39386,NULL,CHARGE,NULL,NULL,CITY OF PHX MOON VALLEY 62623,SCC_144204,133,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39387,B1001 MEZZANINE HSS 18 X 6 X 1/2 (20'- 9 38),BEAMS,39387,NULL,LOAD 12  (18215),SCC_144205,134,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39387,B1002 MEZZANINE HSS 18 X 6 X 1/2 (20'- 8 3/8),BEAMS,39387,NULL,LOAD 12  (18215),SCC_144206,135,Y,36:07.7,SCC_BillingDet.csv,NULL
18,0,0,SCC_39387,B1003 MEZZANINE HSS 12 X 4 X 1/4 (15'- 11 1/4),BEAMS,39387,NULL,LOAD 12  (18215),SCC_144207,136,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39387,B1004 MEZZANINE HSS 12 X 4 X 1/4 (15' -10 1/4),BEAMS,39387,NULL,LOAD 12  (18215),SCC_144208,137,Y,36:07.7,SCC_BillingDet.csv,NULL
4,0,0,SCC_39387,B1006 MEZZANINE HSS 12 X 4 X 1/4 (15'- 11 1/4),BEAMS,39387,NULL,LOAD 12  (18215),SCC_144209,138,Y,36:07.7,SCC_BillingDet.csv,NULL
3,0,0,SCC_39387,B1007 MEZZANINE HSS 18  6 X 1/2 (20' - 9 3/8),BEAMS,39387,NULL,LOAD 12  (18215),SCC_144210,139,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39387,B1008 MEZZANINE HSS 12 X 4 X 1/4 (16'- 61/4),BEAMS,39387,NULL,LOAD 12  (18215),SCC_144211,140,Y,36:07.7,SCC_BillingDet.csv,NULL
3,0,0,SCC_39387,B1009 MEZZANINE HSS 18 X 6 X /2 (20'- 8 3/8),BEAMS,39387,NULL,LOAD 12  (18215),SCC_144212,141,Y,36:07.7,SCC_BillingDet.csv,NULL
2,0,0,SCC_39387,B1010 MEZZANINE HSS 12 X 4 X 1/4 (16'- 7 1/4),BEAMS,39387,NULL,LOAD 12  (18215),SCC_144213,142,Y,36:07.7,SCC_BillingDet.csv,NULL
4,0,0,SCC_39387,B1012 MEZZANINE HSS 12 X 4  X 1/4 (16'- 2 1/4),BEAMS,39387,NULL,LOAD 12  (18215),SCC_144214,143,Y,36:07.7,SCC_BillingDet.csv,NULL
2,0,0,SCC_39387,B1013 MEZZANINE HSS 18 X 6 X 1/2 (20'- 8 3/8),BEAMS,39387,NULL,LOAD 12  (18215),SCC_144215,144,Y,36:07.7,SCC_BillingDet.csv,NULL
2,0,0,SCC_39387,B1014 MEZZANINE HSS 12 X 4 X 1/4 (15'- 5 1/4),BEAMS,39387,NULL,LOAD 12  (18215),SCC_144216,145,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39387,B1017 MEZZANINE HSS 12 X 4 X 1/4 (16'-1/4),BEAMS,39387,NULL,LOAD 12  (18215),SCC_144217,146,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39387,GR1001 MEZZANINE PIPE 1 1/2 X 5 (27'- 5 1/16),PIPE,39387,NULL,LOAD 12  (18215),SCC_144218,147,Y,36:07.7,SCC_BillingDet.csv,NULL
1,0,0,SCC_39387,GR1002 PIPE 1 1/2 X 5 (28'- 7 1/16),PIPE,39387,NULL,LOAD 12  (18215),SCC_144219,148,Y,36:07.7,SCC_BillingDet.csv,NULL
